uuid,url,has_x_frame_options,has_strict_transport_security,has_content_disposition_attachment,has_x_xss_protection,has_content_security_policy,has_x_content_type_options,has_cookie_security,req_initial_host_in_whitelist,mixed_redirection_level,mixed_redirection_hop_count,mixed_host_similarity,dom_total_nodes,dom_max_depth,dom_num_forms,dom_num_password_fields,dom_form_action_suspicious,dom_num_iframes,dom_has_js_redirect,dom_percent_external_links,dom_num_hidden_elements,url_hostname_length,url_subdomain_depth,url_has_ip_address,url_num_special_chars,url_tld,url_domain_entropy,url_has_query_or_path
019a26d4-0287-7789-8103-c4f77b9d2e42,0.gravatar.com,False,False,False,False,False,False,True,True,level0,0,1.0,5,2,0,0,False,0,False,0.0,0,14,1,False,0,com,3.0220552088742005,False
019a27cc-9971-7345-b773-d18e3fbbc709,interacty.me,True,False,False,True,False,True,False,True,level0,0,1.0,67,7,0,0,False,1,False,0.0,0,12,0,False,0,me,3.2516291673878226,False
019a24f1-2d6a-742f-aebd-27f0c034c272,54hm.cn,False,False,False,False,False,False,True,False,level0,0,1.0,8,3,0,0,False,0,False,0.0,0,7,0,False,0,cn,2.8073549220576037,False
019a112b-9d6c-75af-bd1a-8bdc45a9a7fd,www.casefb294190-nubc.vercel.app,False,True,False,False,False,False,False,True,level0,1,0.875,15,3,0,0,False,0,False,0.0,0,32,2,False,1,app,2.9219280948873623,False
019a1617-ca2c-722b-8330-f38bc3166d09,ledgerlogin-live.pages.dev,False,False,False,False,False,True,False,True,level0,0,1.0,77,5,0,0,False,0,False,100.0,0,26,1,False,1,dev,2.94770277922009,False
019a262e-f8f7-72fc-881a-52b5cedbeb13,amiable-exceptions-297131.framer.app,False,True,False,False,False,True,True,True,level0,0,1.0,89,10,1,0,True,1,True,100.0,0,36,1,False,2,app,2.721928094887362,False
019a2477-8bb7-750f-bf9b-ebef7c21be1a,5625cls.duckdns.org,False,False,False,False,False,False,True,True,level0,0,1.0,7,3,0,0,False,0,False,0.0,0,19,1,False,0,org,3.2776134368191157,False
019a1b3e-a83b-7072-94f1-4c0ccbae96fb,defi-smart-projects.firebaseapp.com,False,True,False,False,False,False,True,True,level0,0,1.0,409,14,0,0,False,0,False,12.5,0,35,1,False,2,com,3.506890595608519,False
019a1619-aaed-76b8-8b30-a836d3caf209,io-trezorstartt.pages.dev,False,False,False,False,False,True,True,True,level0,0,1.0,91,7,0,0,False,0,False,0.0,0,25,1,False,1,dev,2.94770277922009,False
019a2ab0-cd9c-700a-a32d-aeb17f65f42d,us6.campaign-archive.com,True,True,False,False,False,False,False,True,level0,1,0.41666666666666663,4,2,0,0,False,0,False,0.0,0,24,1,False,1,com,3.6464393446710157,False
019a1618-5ec1-7602-82fe-c1ae124958ce,ledgerlive-login-home.pages.dev,False,False,False,False,False,True,False,True,level0,0,1.0,78,7,0,0,False,0,False,100.0,0,31,1,False,2,dev,2.94770277922009,False
019a1618-b872-77c3-b6d8-7b22038d1047,sute-us-trezor.pages.dev,False,False,False,False,False,True,False,True,level0,0,1.0,97,7,0,0,False,0,False,0.0,0,24,1,False,2,dev,2.94770277922009,False
019a1618-e74a-778d-a19d-48a7aa952b5f,help-trezor-io-login.pages.dev,True,False,False,False,False,False,True,True,level0,0,1.0,41,8,1,0,False,0,False,100.0,1,30,1,False,3,dev,2.94770277922009,False
019a1b3e-6d95-70b4-9fe0-3526eff77ceb,izunsdzskbrgek.web.app,False,True,False,False,False,False,True,True,level0,0,1.0,37,7,0,0,False,0,True,0.0,0,22,1,False,0,app,2.521640636343318,False
019a2440-d5d3-74e7-b30e-a96b3ebba5d4,bi58mch.duckdns.org,False,False,False,False,False,False,True,True,level0,0,1.0,7,3,0,0,False,0,False,0.0,0,19,1,False,0,org,3.2776134368191157,False
019a2b10-a5f1-7088-85fc-bcc97b2a1ffa,f005.backblazeb2.com,False,True,False,False,False,False,True,True,level0,0,1.0,6,2,0,0,False,0,False,0.0,0,20,1,False,0,com,3.323231428797621,False
019a1619-44d9-75cc-a773-edab0a652651,trezorwalle-new.pages.dev,False,False,False,False,False,True,True,True,level0,0,1.0,52,6,0,0,False,0,False,100.0,0,25,1,False,1,dev,2.94770277922009,False
019a20d0-b45f-73bc-9867-835e9a1d546a,nextlayer-datagridpulse.web.app,False,True,False,False,False,False,True,True,level0,0,1.0,18,3,0,0,False,0,False,100.0,0,31,1,False,1,app,2.521640636343318,False
019a1b3e-ac63-713a-aad3-dbacbc83ef0c,defi-smart-projects.web.app,False,True,False,False,False,False,True,True,level0,0,1.0,409,14,0,0,False,0,False,12.5,0,27,1,False,2,app,2.521640636343318,False
019a1b3e-9d8a-736c-ad8a-d0616e0bd884,dgpugzqswtczge.web.app,False,True,False,False,False,False,True,True,level0,0,1.0,37,7,0,0,False,0,True,0.0,0,22,1,False,0,app,2.521640636343318,False
019a1618-c80c-73a8-aa1b-af3f112f4a89,robinhood--login--start.pages.dev,False,False,False,False,False,True,True,True,level0,0,1.0,59,6,0,0,False,0,False,14.285714285714285,0,33,1,False,4,dev,2.94770277922009,False
019a263c-3492-70ef-9324-873ae64611d0,louisbra.com,False,False,False,False,False,False,True,False,level0,0,1.0,38,12,1,0,True,0,False,0.0,1,12,0,False,0,com,3.4182958340544896,False
019a1a36-f379-71f1-976c-86cc24aad028,sbilogin.simikj.icu,True,False,False,False,False,False,True,False,level0,0,1.0,4,2,0,0,False,0,False,0.0,0,19,1,False,0,icu,2.8464393446710154,False
019a1618-610f-773e-9c88-b0b789020307,sso-ndax-io-nav-en.pages.dev,False,False,False,False,False,True,True,True,level0,0,1.0,78,9,1,0,True,0,False,0.0,0,28,1,False,4,dev,2.94770277922009,False
019a2185-847f-775a-82f7-bbc3d55c1ba2,smartrestore.pages.dev,True,False,False,False,False,False,True,True,level0,0,1.0,41,8,1,0,False,0,False,100.0,1,22,1,False,0,dev,2.94770277922009,False
019a20d1-cbb0-74a9-9ee4-d7e4c1028df6,us20.campaign-archive.com,True,False,False,False,False,False,False,True,level0,1,0.4,4,2,0,0,False,0,False,0.0,0,25,1,False,1,com,3.6464393446710157,False
019a262f-2426-76d6-afe4-9d22a854165a,rellis875.wixsite.com,False,True,False,False,False,True,False,True,level0,0,1.0,399,28,1,1,True,0,True,46.15384615384615,1,21,1,False,0,com,3.2776134368191157,False
019a2b33-a0f6-722c-a70a-d1d8c84f49a4,www3-vpass-jp.nfuqj.cn,True,False,False,False,False,False,True,False,level0,0,1.0,65,10,0,0,False,0,False,100.0,0,22,1,False,2,cn,2.75,False
019a1c87-1000-722b-b78b-21fd13f39065,amegenerallog.weebly.com,False,False,False,False,False,False,False,True,level0,0,1.0,169,25,1,0,False,1,True,0.0,11,24,1,False,0,com,3.1219280948873624,False
019a294d-c484-771f-b4e7-f1a036f0de2a,fr-prbs-transit.com,True,True,False,True,True,True,False,False,level3,1,0.10526315789473684,1125,16,0,0,False,2,False,3.225806451612903,2,19,0,False,2,com,3.6818808028034025,False
019a1797-ba09-75ed-802a-17010d27a6db,fairyland-cattery.com,False,False,False,False,False,False,False,False,level0,0,1.0,832,16,2,0,True,0,False,0.6211180124223602,1,21,0,False,1,com,3.7849418274376427,False
019a1619-1cdb-77ea-9462-b847795fa634,new--trezor-login.pages.dev,False,False,False,False,False,True,False,True,level0,0,1.0,52,5,0,0,False,0,False,0.0,0,27,1,False,3,dev,2.94770277922009,False
019a2409-da58-74e5-9e82-f398fb2662b6,mink4ry.duckdns.org,False,False,False,False,False,False,True,True,level0,0,1.0,54,9,0,0,False,0,True,0.0,0,19,1,False,0,org,3.2776134368191157,False
019a29d4-e9ab-71ea-970d-5f856dab1c25,www3-vpass.qinmp.cn,True,False,False,False,False,False,True,False,level0,0,1.0,65,10,0,0,False,0,False,100.0,0,19,1,False,1,cn,2.75,False
019a2ebe-3c41-758a-97e8-abdd41315983,linktr.ee,True,True,False,False,True,False,False,True,level0,0,1.0,2307,16,2,0,False,5,True,7.462686567164178,70,9,0,False,0,ee,2.94770277922009,False
